english,italian
Do it. A lever must be useful.,"<|im_start|>utente</|im_start|>
Dovresti farlo… Una leva, dopotutto, deve essere utile.

<|im_end|>

<|im_start|>assistente</|im_start|>"
Rollo pats him on the back. \,Rollo gli dà una pacca sulla schiena.
He gives you a snide smirk. \,Lui ti lancia un sorriso sarcastico.
"He shakes his head, slowly. \","Lui scuote la testa, lentamente."
You are a successful man now.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
R-(Attempt to sneak past it.),"<|im_start|>utente
Italian:<|im_end|>
<|im_start|>assistente"
"Her dwarven friend mutters, \",Il suo amico nano mormora…
It pains her to say the word.,Le fa male pronunciare quella parola.
SOMETHING. IS. IN. THE. PILE.,C’è qualcosa nel mucchio.
...<shake>Exhausting</shake>.,"<|im_start|>utente
<|im_end|>
<|im_start|>assistente"
...<shake>Ridiculous</shake>.,"<|im_start|>utente
<|im_end|>
<|im_start|>assistente"
Sadness. <shake>Pain</shake>.,Tristezza… Dolore.
You... haven't <i>really</i>.,"<|im_start|>utente</|im_start|>
<|im_end|>

<|im_start|>assistente</|im_start|>"
Snell takes a step forward. \,Snell fa un passo avanti.
The goblin holds up a hand. \,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
You've been <b>swallowed</b>.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
She nods in your direction. \,"<|im_start|>utente</|im_start|>
<|im_end|>"
The skull laughs mockingly. \,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
He turns and stares at you. \,Lui si gira e ti fissa.
"Indestructible. Yes, perhaps.","Indistruttibile. Sì, forse."
"<i>Tick, tick, tick-tick</i>.","<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
"'<i>BEHOLD, BOULBA'SLOP.</i>'","<|im_start|>utente</|im_start|>
Italian:<|im_end|>
<|im_start|>assistente</|im_start|>"
(Hold up some pocket dust.) \,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
The boggle is gone. Vanished.,"<|im_start|>utente</|im_start|>
Italian:<|im_end|>

<|im_start|>assistente</|im_start|>"
"Okay, yeah. Wow. <i>Fuck</i>.","Okay, sì… Wow. <i>Merda</i>."
You were close enough to see.,"<|im_start|>utente</|im_start|>
<|im_end|>"
"It's called a tusk, actually.",In realtà si chiama “corno”.
(Say out loud to yourself.) \,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
...bottom of the fungal wall.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
He must <shake>FIGHT</shake>!,Deve <scuotere>LOTTARE!</scuotere>
No! <shake><b>No</b></shake>!,"No! <scuote><b>No</b></scuote>!
<|im_end|>"
That's the elf you... that...,"<|im_start|>utente</|im_start|>
<|im_end|></|im_end|>
<|im_start|>assistente</|im_start|>"
They seem to think it means \,"Sembra che pensino che significhi…  
<|im_end|>  
<|im_start|>assistente</<|im_end|>"
(Become... <i>something</i>.),"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
BUY100 Comprehend_Languages-\,"<|im_start|>utente
<|im_end|>

<|im_start|>assistente"
BUY500 Empty_Efreeti_Bottle-\,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
(Lean in and glare at her.) \,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
She gives you a wide smile. \,"Lei ti sorride ampiamente. \

<|im_end|>"
She gives you a kind smile. \,"Lei ti sorride gentilmente. \

<|im_end|>"
"An orphan, or just neglected?",Un orfano… o semplicemente trascurato?
Which way is 'GOBLIN GARDEN'?,In quale direzione si trova “GOBLIN GARDEN”?
The goblin shakes his head. \,Il goblin scuote la testa.
She holds up the documents. \,"<|im_start|>utente</|im_start|>
<|im_end|></|im_end|>
<|im_start|>assistente</|im_start|>"
Guess you can try to join in.,"<|im_start|>utente</|im_start|>
<|im_end|>"
<size=50><b>AGAIN</b>.</size>,<size=50><b>Di nuovo…</b>.</size>
He holds up two open hands. \,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
"If anything, he's emboldened?","<|im_start|>utente</|im_start|>
<|im_end|>"
She should serve you instead.,Dovrebbe essere lei a servirti.
Not actually. Do NOT do that.,"<|im_start|>utente</|im_start|>
Non proprio. NON fatelo."
<shake>Oouuhh...</shake> Bad.,"<|im_start|>utente</|im_start|>  
Cattivo…  

<|im_end|>  

<|im_start|>assistente</|im_start|>"
You can also just walk away.,"<|im_start|>utente</|im_start|>
<|im_end|>"
"He squints and nods, slowly.","Inglesse: Stringe gli occhi e annuisce lentamente.  
Italiano:<|im_end|>"
(Hold up the voting card.) \,"<|im_start|>utente</|im_start|>
<|im_end|></|im_end|>
<|im_start|>assistente</|im_start|>"
(Squint and glare at him.) \,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
music_jukebox_highland_fling,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
"As he finishes up he says, \","Quando finisce, dice:"
He then turns to the bird. \,Poi si rivolge all’uccello.
"I mean, it's a story, right?","Voglio dire, è pur sempre una storia, no?"
"Followed by Alfoz yelling, \",Poi Alfoz ha iniziato a gridare…
She points to Alfoz again. \,"<|im_start|>utente</|im_start|>
<|im_end|></|im_end|>
<|im_start|>assistente</|im_start|>"
"He leans in, facing Snell. \","<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
(Point at the first page.) \,"<|im_start|>utente</|im_start|>
<|im_end|>"
(Point at the Azgal girl.) \,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Nice! That's a BIG discount!,Bene! È uno sconto davvero enorme!
The <b>Appleboy</b> is back.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
"You're thinking, aren't you?","<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Just... a bit... further...!,Solo… un po’… più in là…!
Only suckers ask for things.,Gli idioti sono quelli che chiedono cose agli altri.
They've survived. Perfectly.,Hanno sopravvissuto. Perfettamente.
He glances around the crypt.,Lui guarda intorno alla cripta.
"It says, <i>NOT A MIMIC</i>.",C’è scritto: <i>NON È UN IMITATORE</i>.
Fray... <shake>near</shake>.,"<|im_start|>utente</|im_start|>
<|im_end|>"
There's no time. Just fight!,"<|im_start|>utente</|im_start|>
Non c’è tempo. Combatti semplicemente!

<|im_end|></|im_end|>
<|im_start|>assistente</|im_start|>"
It's been <i>repurposed</i>.,È stato <i>riadattato</i> per un altro uso.
Or Mage Hand. A possibility.,"<|im_start|>utente</|im_start|>
<|im_end|>"
"Like a Loxorii, or Minotaur.","Come un Loxorii, o un Minotauro."
A seal. A prison. A warning.,"<|im_start|>utente</|im_start|>
<|im_end|></|im_end|>
<|im_start|>assistente</|im_start|>"
Screaming. Raging. Helpless.,"Gridando. Impazzendo. Senza speranza.

<|im_end|>"
M-(Turn back to Meriadoc.) \,"<|im_start|>utente
<|im_end|>
<|im_start|>assistente"
ALERT. <shake>ALERT!</shake>,"<|im_start|>utente</|im_start|>
Italian:<|im_end|>

<|im_start|>assistente</|im_start|>"
(Look at the Freestrider.) \,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Ettir sends you a message: \,"Ettir ti manda un messaggio: \
<|im_end|>"
"Let's not linger here, okay?","<|im_start|>utente</|im_start|>
<|im_end|>"
Never heard of that spell. \,Non ho mai sentito parlare di quella magia.
A prayer. <i>Disgusting</i>.,"Una preghiera… <i>Disgustoso</i>.
<|im_end|>"
happening_gorm_fall_on_sword,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
...Can't I do anything else?,"<|im_start|>utente</|im_start|>
<|im_end|>"
happening_gorm_taking_damage,"<|im_start|>utente</|im_start|>
<|im_end|>"
You are ready to <i>box</i>.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
<b>Do not</b>. <b>Do it</b>.,"<|im_start|>utente</|im_start|>
<|im_end|>"
<i>She</i> is here. Somehow?,<|im_start|>utente</i> è qui… In qualche modo?
The halfling waves a hand. \,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Your command startles him. \,"<|im_start|>utente</|im_start|>
Lui rimane sorpreso dalla tua richiesta.</|im_end|>
<|im_start|>assistente</|im_start|>"
(Tap him on the shoulder.) \,"<|im_start|>utente</|im_start|>
<|im_end|></|im_end|>
<|im_start|>assistente</|im_start|>"
"It was a <i>bit</i> fun, eh?","Era <i>un po’</i> divertente, no?"
He furrows his thick brow. \,Lui corruga la sua folta fronte.
"The older dwarf speaks up, \",Il nano più anziano parla per primo.
(Do not attempt to flirt.) \,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Yes. He is clearly a coward.,Sì. È chiaramente un codardo.
PerfectPositioningAPNoRotate,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Maybe I was. Maybe I wasn't.,Forse lo ero. Forse no.
Of your <shake>self</shake>.,"<|im_start|>utente</|im_start|>
<|im_end|>"
.ViiraAvoidTeaShopQuestion=2,"<|im_start|>utente
Italiano:<|im_end|>
<|im_start|>assistente"
.ViiraAvoidTeaShopQuestion=1,"<|im_start|>utente
Italiano:<|im_end|>
<|im_start|>assistente"
She gives you a smug grin. \,Lei ti lancia un sorriso compiaciuto.
Sad to see it in this state.,Triste vederlo in questo stato.
Like a legitimization-thing.,Come una sorta di legittimazione…
"Thank you, miss short-stack.","Grazie, signorina Short-Stack."
That... was... <b>close</b>.,Quello… è stato… <b>vicinissimo</b> a successo.
"That's... correct, actually.",That’s… actually correct.
Does <shake>wonders</shake>.,"<|im_start|>utente</|im_start|>
<|im_end|>"
...<shake>exhausted</shake>.,"<|im_start|>utente
<|im_end|>
<|im_start|>assistente"
Nisse gives him a mean look.,Nisse gli lancia uno sguardo minaccioso.
He gives you a deep frown. \,Lui ti lancia uno sguardo corrucciato.
<b><shake>BRATS</shake></b>.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
He leans over the counter. \,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
"Yeah, <i>great</i> job, man.","Sì, ottimo lavoro, amico."
He gives you a kind smile. \,Lui ti sorride gentilmente.
Explosions. <i>Multiple</i>.,Esplosioni. <i>Molte</i>.
He ponders your question. \,"<|im_start|>utente</|im_start|>
<|im_end|>"
Scroll_of_Astral_Projection,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
He's a <i>fucking</i> liar!,È un <i>maledetto</i> bugiardo!
<shake>Dereliction</shake>.,"<|im_start|>utente</|im_start|>
Italian:<|im_end|>"
Who tossed these in a pile?,Chi le ha gettate tutte insieme in un mucchio?
(Look at the ballot box.) \,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
<shake>Rumblings...</shake>,"<|im_start|>utente</|im_start|>
Italian:<|im_end|></|im_end|>
<|im_start|>assistente</|im_start|>"
Does he deserve to hear it?,"<|im_start|>utente</|im_start|>
<|im_end|>

<|im_start|>assistente</|im_start|>"
Spent_Ring_of_Spell_Storing,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Viira just shakes her head.,Viira si limita a scuotere la testa.
She can't help but laugh. \,Non può fare a meno di ridere.
He gives Drummer a frown. \,Lui fa una smorfia a Drummer.
"For once, your sanity wins.","<|im_start|>utente</|im_start|>
<|im_end|>"
The girl shakes her head. \,La ragazza scuote la testa.
"He leans in and whispers, \","<|im_start|>utente</|im_start|>
<|im_end|>

<|im_start|>assistente</|im_start|>"
Could you psychoanalyse me?,Potresti fare una psicoanalisi di me?
"That's the plan, green guy.","<|im_start|>utente</|im_end|>

<|im_start|>assistente</|im_end|>"
It will cause intense pain.,Causerà un dolore intenso.
A counterspell. From where?,"<|im_start|>utente</|im_start|>
<|im_end|></|im_end|>
<|im_start|>assistente</|im_start|>"
<i>Tsk</i>. Fine. Whatever.,"<|im_start|>utente</i>. Va bene… whatever.</<|im_end|>
<|im_start|>assistente</i>"
She draws a sharp breath. \,Lei fa un respiro profondo.
Rollo nods to the Cleric. \,Rollo fa un cenno con la testa al Chierico.
Time to enjoy the spoils...,"<|im_start|>utente</|im_start|>
<|im_end|>"
He's too still to be alive.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Don't do that. He's joking.,"<|im_start|>utente</|im_start|>  
Non farlo. Sta scherzando.  

<|im_end|>  

<|im_start|>assistente</|im_start|>"
The skull bounces around. \,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
interaction_skeleton_perish,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
"Silence, <i>degenerate</i>.","Silenzio, <i>degenerato</i>."
"It doesn't stop, obviously.","Ovviamente, non smette mai."
scene_change_esoteric_plane,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
His stern expression drops.,Il suo espressione severa scompare.
FC12 str-(Bow your head.) \,"<|im_start|>utente
<|im_end|>
<|im_start|>assistente"
An <i>UNDEAD</i> crocodile?,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
He looks you up and down. \,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
"The skull almost shrieks, \","<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Pain. <shake>Burns</shake>.,Dolore… <scuote>Bruciature…<scuote>.
...It is... <i>beating</i>.,...Sta... <i>battendo</i>.
The goblin stumbles back. \,"<|im_start|>utente</|im_start|>
<|im_end|>"
.LibraryCardSnellWasThere=1,"<|im_start|>utente</|im_start|>
<|im_end|>"
There must be a passphrase.,Deve esserci una password.
Rigorously. Mathematically.,Rigorosamente. Matematicamente.
What...? Is she... crying?!,What…? Sta… piangendo?!
The snake's voice hisses: \,La voce del serpente sibila: \
Careful. Don't be so mushy.,"<|im_start|>utente</|im_start|>
Attento… Non essere troppo sentimentale.

<|im_end|>

<|im_start|>assistente</|im_start|>"
Time to teach her a lesson.,È ora di darle una lezione.
He rubs his exposed arms. \,Lui si strofina le braccia esposte.
The goblin points at you. \,"<|im_start|>utente</|im_start|>
<|im_end|></|im_end|>
<|im_start|>assistente</|im_start|>"
DC9 wis-(Whisper to him.) \,"<|im_start|>utente
<|im_end|>
<|im_start|>assistente"
Wasn't a rogue spellcaster.,Non era un mago traditore.
It is written in his flesh.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
His head lifts in memory. \,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Un-natural <b>strength</b>!,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
"No one here. Just you, now.","<|im_start|>utente</|im_start|>
Nessuno qui, adesso ci sei solo tu."
In fact... not <i>ever</i>.,In effetti… mai <i>assolutamente</i>.
He jingles a heavy purse. \,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
"<i>Hells</i> yeah, brother!","<|im_start|>utente</i> Sì, fratello!"
"No, no, no, no! No... no...","No, no, no, no! No… no…"
"Oh, no. No, no, no. No! No!","Oh, no. No, no, no. No! No!"
Woah! It worked! Congrat's.,Wow! Ha funzionato! Complimenti.
Try again tomorrow perhaps.,"Prova di nuovo domani, forse."
You wish you had a brother.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_start|>"
Darrow snaps his fingers. \,"<|im_start|>utente</|im_start|>
<|im_end|></|im_end|>
<|im_start|>assistente</|im_start|>"
"In return, Isk just nods. \","In cambio, Isk si limita ad annuire."
He grunts and looks away. \,Lui grugnisce e distoglie lo sguardo.
He turns towards the orc. \,Lui si gira verso l’orco.
"The older dwarf pipes up, \","<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
"Okay, what will you do now?","Okay, cosa farai ora?"
It shocks every onlooker. \,Incoraggia tutti gli spettatori.
Then the Azgalist laughs. \,Poi Azgalist ride.
In the <shake>face</shake>!,"<|im_start|>utente</|im_start|>
Italian:<|im_end|>"
The devil cackles at you. \,Il diavolo ride di te.
You have to PROVE YOURSELF.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Do it! Climb that mountain!,"<|im_start|>utente</|im_start|>
Fallo! Scalata quella montagna!

<|im_end|></|im_end|>
<|im_start|>assistente</|im_start|>"
(Pat the tree and leave.) \,"<|im_start|>utente</|im_start|>
<|im_end|>"
"A forgotten, useless relic.","<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Her glare focuses on you. \,"<|im_start|>utente</|im_start|>
<|im_end|>"
Terrible. Just... terrible.,Terribile. Davvero… terribile.
"(Shake. And, also, shiver.)","<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Nice job stealing that key.,Bravo per aver rubato quella chiave.
<i>Click. Click. Click.</i>,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
That's... a clue. Probably.,Quello… è un indizio. Probabilmente.
Must be some lung disease.,Deve trattarsi di qualche malattia polmonare.
He stops staring at you. \,"<|im_start|>utente</|im_start|>
<|im_end|></|im_end|>
<|im_start|>assistente</|im_start|>"
He gives you a slow nod. \,Lui ti fa un lento cenno del capo.
Just play it off. Be cool.,"<|im_start|>utente</|im_start|>  
Fai finta di nulla… Sii tranquillo.  

<|im_end|>  

<|im_start|>assistente</|im_start|>"
A little... bit... LONGER.,Un po’… un po’… più lungo.
(Gesture alongside him.) \,"<|im_start|>utente</|im_start|>
<|im_end|>"
Within <shake>you</shake>.,"<|im_start|>utente</|im_start|>
<|im_end|>"
Toli holds up his palms. \,Toli alza le palme delle mani.
"Truly, a man who provides.","Veramente, un uomo che sa dare…"
music_jukebox_snells_theme,"<|im_start|>utente
Italian:<|im_end|>
<|im_start|>assistente"
Of course. A <i>druid</i>.,Certo. Un <i>druido</i>.
Must be an Esoteric Event.,Deve trattarsi di un evento esoterico.
<shake>WRIGGLE...!</shake>,"<|im_start|>utente</|im_start|>
Italian:<|im_end|>

<|im_start|>assistente</|im_start|>"
GAH...! TRY <i>HARDER</i>!,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
The goblin looks around. \,Il goblin guarda intorno.
"He nods, <i>nervously</i>.","Lui annuisce, <i>nervosamente</i>."
He adjusts his mustache. \,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
"Snell leans in and says, \",Snell si avvicina e dice…
ROLL25 dex-Crack the safe.,"<|im_start|>utente
Inglese: “ROLL25 dex: Rompi la cassaforte.”
Italiano: “ROLL25 dex: Rompi la cassaforte.”

<|im_end|>

<|im_start|>assistente"
<wiggle>...You...</wiggle>,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
DC17 con-(Feel ashamed.) \,"<|im_start|>utente
<|im_end|>
<|im_start|>assistente"
Everything? I don't think-,"<|im_start|>utente</|im_start|>
<|im_end|>

<|im_start|>assistente</|im_start|>"
music_interrogation_deadly,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
...What? Is it... growing?,"<|im_start|>utente</|im_start|>
…Cosa? Sta… crescendo?

<|im_end|>

<|im_start|>assistente</|im_start|>"
"Metaphorically, of course.","Metaforicamente, ovviamente."
(Point at it and shout.) \,"<|im_start|>utente
<|im_end|>
<|im_start|>assistente"
No one knows you are here.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
It <i>feels</i> expensive.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
No fading. No degradation.,"<|im_start|>utente</|im_start|>
<|im_end|>"
It's ornate. Well-crafted.,"È decorato con cura, realizzato con grande maestria."
"Won't be a problem, right?","Non sarà un problema, vero?"
(Point at the assassin.) \,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
PLUCK THEM FROM EXISTENCE.,"<|im_start|>utente</|im_start|>
<|im_end|>"
A sinking feeling appears.,Si avverte una sensazione di sprofondo.
Oh gods. OH gods. OH GODS.,"Oh, dei… Oh, dei… OH DEI."
A <wiggle>tingle</wiggle>.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
<i>Body. Mind. Spirit.</i>,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
"Oh gods, oh gods, oh gods.","Oh dei, oh dei, oh dei."
"Then the BLACK RAT says, \",Poi il RATTO NERO dice: \
He points at the statue. \,"<|im_start|>utente</|im_start|>
<|im_end|></|im_end|>
<|im_start|>assistente</|im_start|>"
Nothing. It doesn't budge.,Niente. Non si muove affatto.
<i>Willing</i> it to open.,<|im_start|>utente</i> vuole che si apra.
spell_comprehend_languages,"<|im_start|>utente</|im_start|>
<|im_end|>"
He lets out a mad laugh. \,Lui scoppia in una risata folle.
Not a question. A command.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
(Get ready for a fight.) \,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
"Nothing, nothing, nothing.","Niente, niente, niente."
A step. Into <b>death</b>.,Un passo… verso la <b>morte>.
.GourgalashSleepingIntro=1,"<|im_start|>utente
Italiano:<|im_end|>
<|im_start|>assistente"
It <shake>tingles</shake>.,"<|im_start|>utente</|im_start|>
Italian:<|im_end|>"
Synergy. Leverage. Assets.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Of course. He LEFT A WILL.,Certo. Ha lasciato un testamento.
ROLL21 str-Attack! ATTACK!,"<|im_start|>utente
Attacco straordinario di ROLL21! Attaccate!
<|im_end|>

<|im_start|>assistente"
He served <i>his</i> city.,"English: Ha servito <i>la sua</i> città.  
Italian: Ha servito <i>la sua</i> città.  
<|im_end|>"
The lich tilts his head. \,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
(Try to laugh casually.) \,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
BUY280 Illymian_Ointment-\,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
"With a groan he mutters, \","Con un gemito, mormora…"
You've got the upper hand!,"<|im_start|>utente</|im_start|>
<|im_end|>"
E-I should leave. For now.,"<|im_start|>utente
Dovrei andare… Per ora."
"A kid in the back yells, \",Un ragazzino dietro di noi urla…
He nods his little head. \,Lui annuisce leggermente con la testa.
The undead must be purged.,Gli non morti devono essere purgati.
(Go down on your knees.) \,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
That's not possible. Ever.,That’s not possible. Mai.
"The elf sighs, muttering \","L’elfo sospira, mormorando…"
"Ohhh, no. <i>Noooo...</i>.","Ohhh, no. <i>Noooo…</i>."
He ignores your comment. \,Lui ignora il tuo commento.
Did you lose it somewhere?,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Her halo stops rotating. \,"<|im_start|>utente</|im_start|>
<|im_end|>"
<wiggle>Stress</wiggle>...,"<|im_start|>utente</|im_start|>
<|im_end|>"
A toy. For a <i>child</i>.,Un giocattolo. Per un <i>bambino>.
(Hold up seven fingers.) \,"<|im_start|>utente</|im_start|>
<|im_end|>"
He points at the rubble. \,"<|im_start|>utente</|im_start|>
<|im_end|></|im_end|>
<|im_start|>assistente</|im_start|>"
E-It... <i>looks</i> cool.,Ehm… <i>sembra</i> davvero interessante.
He leans back and nods. \,"<|im_start|>utente</|im_start|>
<|im_end|></|im_end|>
<|im_start|>assistente</|im_start|>"
You're just running away.,"<|im_start|>utente</|im_start|>
<|im_end|>"
FC16 str-What? That's it?,"<|im_start|>utente
Inglese: FC16 str- Cosa? È tutto qui?
Italiano: <|im_end|>

<|im_start|>assistente"
Rollo crosses his arms. \,Rollo incrocia le braccia.
An <i>esoteric</i> sense.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Is that... funny? Or sad?,"<|im_start|>utente
È… divertente? O triste?

<|im_end|>
<|im_start|>assistente"
music_interrogation_light,"<|im_start|>utente
Italian:<|im_end|>
<|im_start|>assistente"
Wait... shouldn't you...?,"<|im_start|>utente</|im_start|>
<|im_end|>

<|im_start|>assistente</|im_start|>"
...<shake>DRY</shake>...!,"<|im_start|>utente</|im_start|>
<|im_end|>"
Could be a magazine tale.,Potrebbe essere una storia per una rivista.
He looks over to Snell. \,Lui guarda verso Snell.
Time to go a little nuts.,È ora di diventare un po’ pazzi…
He scratches his cheek. \,"<|im_start|>utente</|im_start|>
<|im_end|></|im_end|>
<|im_start|>assistente</|im_start|>"
(Raise your fists too.) \,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
"Alright, let's do this...","<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
"Well, it's a scam, but...","Well, si tratta di una truffa, ma…"
A horrific overstatement.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Then the voice asks: <b>\,Poi la voce chiede: <b/>
Wait... is this a zombie?,"<|im_start|>utente</|im_start|>
<|im_end|>

<|im_start|>assistente</|im_start|>"
<b>Fight. OR. FLIGHT.</b>,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
(Lean closer to Snell.) \,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
music_interrogation_heavy,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
It is a friend. Be close.,"<|im_start|>utente</|im_start|>
È un amico… Stai vicino a lui.</|im_end|>
<|im_start|>assistente</|im_start|>"
"Alright, then. It's time.","<|im_start|>utente</|im_start|>
<|im_end|>"
"Pre-Integration, perhaps.","<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
"FC6 int-(Grunt, angrily.)","<|im_start|>utente
<|im_end|>
<|im_start|>assistente"
<b>Punch. The. Skull.</b>,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
The skull shakes a bit. \,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
<shake>Of course!</shake>,"<|im_start|>utente
<|im_end|>
<|im_start|>assistente"
He's just a little broad.,"<|im_start|>utente</|im_start|>
<|im_end|>"
It is not understood why.,Non si capisce il motivo.
Miniaturized. Weaponized.,"<|im_start|>utente</|im_start|>
<|im_end|>"
Isn't it <b>glorious</b>?,Non è forse <b>meraviglioso</b>?
footsteps_wood_low_reverb,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
He gives you a chuckle. \,Ti fa sorridere.
<shake><b>NO</b></shake>.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Have you read about this?,"<|im_start|>utente</|im_start|>
Hai letto qualcosa al riguardo?"
"Three, four, <b>FIVE</b>.","Tre, quattro, <b>CINQUE</b>."
"He returns it, yelling, \","<|im_start|>utente</|im_start|>
<|im_end|>

<|im_start|>assistente</|im_start|>"
FC10 dex-Hm? What's that?,"<|im_start|>utente
Cosa significa “FC10 dex-Hm”?

<|im_end|>

<|im_start|>assistente
Non ho idea di cosa significhi “FC10 dex-Hm”. Potrebbe trattarsi di un nome specifico, di un codice o di qualcos’altro… Non ho informazioni al riguardo."
You know well about this.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Now <i>that's</i> a scam.,"Ora, questa è davvero una truffa."
He shows you his palms. \,"<|im_start|>utente</|im_start|>
<|im_end|></|im_end|>
<|im_start|>assistente</|im_start|>"
He leans over the edge. \,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
.LibraryGivenVotingCard=1,"<|im_start|>utente
Italian:<|im_end|>
<|im_start|>assistente"
A magazine? In a library?,Una rivista? In una biblioteca?
All: watching <i>you</i>.,All: stanno guardando <i>te</i>.
The lion's voice rises: \,La voce del leone si alza: \
The goat's voice barks: \,La voce della capra abbaia: \
