english,italian,source_files
Might be a good idea!,,sharedassets20.assets
"DC8 int-Die, monster?",,sharedassets20.assets
The text is changing!,,sharedassets20.assets
Tap. Tap. Tick. Tick.,,sharedassets20.assets
Heartbeat. Heartbeat.,,sharedassets20.assets
Soul-less. Predatory.,,sharedassets20.assets
It sounds... annoyed.,,sharedassets20.assets
Spicy. And... rotten.,,sharedassets20.assets
A paladin's insignia.,,sharedassets20.assets
(Raise your fists.) \,,sharedassets20.assets
"He shrugs and says, \",,sharedassets20.assets
Air fills your lungs.,,sharedassets20.assets
The Rage watches you.,,sharedassets20.assets
There is pride there.,,sharedassets22.assets
Ah. <i>Eye</i>-stalk.,,sharedassets22.assets
A hint of dark humor.,,sharedassets22.assets
Filled_Efreeti_Bottle,,sharedassets22.assets
"Well, that's obvious.",,sharedassets22.assets
"Alright, fair enough.",,sharedassets22.assets
music_norvikian_decay,,"sharedassets22.assets, sharedassets4.assets"
Good. To be prepared.,,sharedassets23.assets
He raises his chin. \,,sharedassets23.assets
<i>TO INCREASE...</i>,,sharedassets23.assets
Ring_of_Spell_Storing,,sharedassets23.assets
(Lower your voice.) \,,"sharedassets23.assets, sharedassets24.assets"
<shake>Yes...</shake>,,sharedassets23.assets
<shake>Stomp.</shake>,,sharedassets23.assets
happening_troll_death,,sharedassets23.assets
<shake>Angel</shake>.,,sharedassets23.assets
music_waterlane_night,,sharedassets23.assets
"Ioun_Stone,_Fortitude",,sharedassets23.assets
He taps his pocket. \,,sharedassets24.assets
music_snells_slowdown,,sharedassets24.assets
happening_gorm_attack,,sharedassets24.assets
Yes. His <b>left</b>.,,sharedassets24.assets
That is the ONLY way.,,sharedassets24.assets
ShowEncounterPortrait,,sharedassets24.assets
I can't do anything?!,,sharedassets3.assets
That hit a sore spot.,,sharedassets4.assets
"He grunts, neutrally.",,sharedassets4.assets
He closes his eyes. \,,sharedassets4.assets
"He repeats, louder, \",,sharedassets4.assets
(Remove your hand.) \,,sharedassets4.assets
music_ettirs_epilouge,,sharedassets4.assets
(Attempt to flirt.) \,,sharedassets4.assets
The assassin is gone.,,sharedassets4.assets
...No. I won't do it.,,sharedassets4.assets
Right. Let's do this.,,sharedassets4.assets
She waves her hand. \,,sharedassets4.assets
Of course. I promise.,,sharedassets4.assets
"Quick, a distraction!",,sharedassets4.assets
(Compose yourself.) \,,sharedassets4.assets
<shake>Power.</shake>,,sharedassets4.assets
.EnterPillarWarning=1,,sharedassets4.assets
"Okay, fine, I'll ask.",,sharedassets4.assets
Her face lights up. \,,sharedassets4.assets
.WellRestedComment1=1,,sharedassets6.assets
.WellRestedComment2=1,,sharedassets6.assets
He raises his arms. \,,sharedassets7.assets
The goblin squints. \,,sharedassets7.assets
FakeQuestNotification,,sharedassets8.assets
Yes. It is a tragedy.,,sharedassets8.assets
It is not? Apologies.,,sharedassets8.assets
Yes. Now investigate.,,sharedassets8.assets
generic_drink_special,,sharedassets9.assets
DC14 str-(Mumble.) \,,sharedassets0.assets
A <b>power-move</b>.,,sharedassets10.assets
(Laugh nervously.) \,,sharedassets10.assets
"Tense, yet... still.",,sharedassets10.assets
<wiggle>...</wiggle>,,"sharedassets10.assets, sharedassets14.assets, sharedassets19.assets, sharedassets20.assets, sharedassets22.assets, sharedassets4.assets, sharedassets6.assets"
"Then she whispers, \",,sharedassets11.assets
Her smile returns. \,,sharedassets12.assets
"It is, in fact, not.",,sharedassets12.assets
ChangeSeparateEntity,,"sharedassets13.assets, sharedassets22.assets"
generic_digging_dirt,,"sharedassets13.assets, sharedassets2.assets, sharedassets4.assets"
"The goblin mouths, \",,sharedassets14.assets
DC17 con-(Mutter.) \,,"sharedassets15.assets, sharedassets4.assets"
(Raise your arms.) \,,sharedassets15.assets
The last one's fake.,,sharedassets15.assets
"In soul, he is KING.",,sharedassets15.assets
He squints at you. \,,sharedassets15.assets
Avoid! Avert! Abort!,,sharedassets16.assets
AVOID. ABORT. ALERT!,,sharedassets16.assets
It is not-so subtle.,,sharedassets17.assets
The halfling nods. \,,sharedassets17.assets
He lifts a finger. \,,sharedassets17.assets
What's it about?\t\t,,sharedassets18.assets
.OrangeLedgerSnell=1,,sharedassets18.assets
Right. You got this.,,sharedassets18.assets
E-...Maybe I should.,,sharedassets18.assets
(Hold back tears.) \,,sharedassets18.assets
I don't know. A hug?,,sharedassets19.assets
That <i>is</i> math.,,sharedassets19.assets
He looks... squishy.,,sharedassets19.assets
.SpellBookPickedUp=1,,sharedassets2.assets
FC8 int-<i>Ragn?</i>,,sharedassets2.assets
DC14 str-A hero? Me?,,sharedassets2.assets
But I'm not a rogue?,,sharedassets2.assets
So <i>unrefined</i>.,,sharedassets2.assets
E-Victory. Somewhat.,,sharedassets2.assets
Scraping. Shuffling.,,sharedassets20.assets
(Turn to the guy.) \,,sharedassets20.assets
<shake>DOOM.</shake>,,sharedassets20.assets
"Curiosity, at least.",,sharedassets20.assets
music_esoteric_theme,,sharedassets20.assets
(Hold out a hand.) \,,sharedassets20.assets
The skull cackles. \,,sharedassets20.assets
A soft <i>click</i>.,,sharedassets20.assets
Stripped. Abandoned.,,sharedassets20.assets
Is it... <b>him?</b>,,"sharedassets20.assets, sharedassets7.assets"
"A greeting, perhaps.",,sharedassets20.assets
Bone. Against. BONE.,,sharedassets20.assets
happening_blade_trap,,"sharedassets20.assets, sharedassets23.assets"
(Nod to yourself.) \,,sharedassets20.assets
An illusion. Beware.,,sharedassets20.assets
(Get in position.) \,,sharedassets20.assets
An <u>ego</u> thing.,,sharedassets20.assets
"Until, ultimately...",,sharedassets20.assets
No. It's- you- they-,,sharedassets20.assets
Almost... spilled...,,sharedassets20.assets
"He laughs, loudly. \",,sharedassets20.assets
Is there a password?,,sharedassets20.assets
Blood... in... head.,,sharedassets20.assets
No seams. No cracks.,,sharedassets20.assets
music_necklace_theme,,"sharedassets22.assets, sharedassets3.assets, sharedassets8.assets"
Comprehend_Languages,,"sharedassets22.assets, sharedassets4.assets"
Heading... seawards.,,sharedassets22.assets
<shake>Damn.</shake>,,sharedassets22.assets
Empty_Efreeti_Bottle,,"sharedassets22.assets, sharedassets4.assets"
<shake>PAIN</shake>.,,"sharedassets22.assets, sharedassets3.assets, sharedassets4.assets"
"Also, you'd be dead.",,sharedassets22.assets
music_meriadoc_theme,,sharedassets23.assets
The goblin grunts. \,,sharedassets23.assets
"Then he tells you, \",,sharedassets23.assets
It could... be done.,,sharedassets23.assets
A... mushroom-thing.,,sharedassets23.assets
Sure. <i>Equals</i>.,,sharedassets23.assets
(Clench your jaw.) \,,sharedassets23.assets
Yeah. <i>Wicked</i>.,,sharedassets23.assets
"Hey, here's an idea.",,sharedassets23.assets
<b><shake><size=60>\,,sharedassets23.assets
Ended in an instant.,,sharedassets23.assets
<shake>PIKE</shake>.,,sharedassets23.assets
.StrengthFlashback=1,,sharedassets23.assets
<i>TROLL</i>? WHERE?,,sharedassets23.assets
(Touch your neck.) \,,sharedassets24.assets
(Break the spell.) \,,sharedassets24.assets
DC30 con-<i>JOR?</i>,,sharedassets24.assets
(Don't do anything.),,sharedassets24.assets
The kobold smirks. \,,sharedassets3.assets
BUY50 Shard_of_Jor-\,,sharedassets4.assets
E-Bow to the wall. \,,sharedassets4.assets
He's taking a stand.,,sharedassets4.assets
Wildly. Chaotically.,,sharedassets4.assets
(Shake your head.) \,,"sharedassets4.assets, sharedassets8.assets"
generic_water_splash,,sharedassets4.assets
.GuessedPassphrase=1,,sharedassets4.assets
This'll go terrible.,,sharedassets4.assets
Vyz_Kha_Ginger_Drink,,sharedassets4.assets
He looks confused. \,,sharedassets4.assets
A rattle. A calling.,,sharedassets4.assets
<b>YES!</b> Jackpot!,,sharedassets4.assets
She scoffs at you. \,,sharedassets4.assets
"It says, 'Divinity.'",,sharedassets4.assets
The angel just nods.,,sharedassets4.assets
.MiskaOrangeLedger=1,,sharedassets4.assets
He takes a breath. \,,sharedassets4.assets
She stops smiling. \,,sharedassets4.assets
"Okay, my guy, RELAX.",,sharedassets6.assets
Oh no. <i>Myran</i>.,,sharedassets6.assets
She nods her head. \,,sharedassets6.assets
On <i>Waterlane</i>.,,sharedassets6.assets
Perhaps... tomorrow.,,sharedassets6.assets
(Wave your hands.) \,,sharedassets7.assets
You must be careful.,,sharedassets7.assets
Or a very angry man?,,sharedassets8.assets
The <i>painting</i>.,,sharedassets8.assets
Suckers. That's who.,,sharedassets8.assets
He tilts his head. \,,sharedassets8.assets
Yep. That's a table.,,sharedassets8.assets
He waves his claw. \,,sharedassets8.assets
Oh. There's more...!,,sharedassets8.assets
The goblin smirks. \,,sharedassets8.assets
<b>Next... time?</b>,,sharedassets8.assets
Yes. <i>Dwarven</i>.,,sharedassets9.assets
Adamantine_Warhammer,,sharedassets9.assets
.ViskenOlzisAsked=1,,sharedassets0.assets
Arcanist? A wizard?,,sharedassets0.assets
UpdateEntitiesDelay,,sharedassets10.assets
I'm such a fuck-up.,,sharedassets10.assets
(Look at Nearly.) \,,sharedassets11.assets
music_nearly_tavern,,sharedassets11.assets
click_jukebox_pause,,sharedassets11.assets
He is very annoyed.,,sharedassets14.assets
A misunderstanding.,,sharedassets14.assets
You are... burning.,,sharedassets14.assets
ROLL12 con-Survive.,,sharedassets14.assets
What a cliché line.,,sharedassets14.assets
It's humming along.,,sharedassets15.assets
.RagnsMomRevealed=1,,sharedassets15.assets
(Whisper to her.) \,,sharedassets15.assets
Belt_of_Dwarvenkind,,sharedassets15.assets
He's joking. A bit.,,sharedassets15.assets
He stretches a bit.,,"sharedassets16.assets, sharedassets23.assets"
Isn't that a gnome?,,sharedassets17.assets
He points at you. \,,"sharedassets17.assets, sharedassets20.assets, sharedassets4.assets"
"Chronological, huh.",,sharedassets17.assets
He gasps as well. \,,sharedassets17.assets
His eyes go wide. \,,sharedassets17.assets
<i>Magistrates</i>.,,sharedassets18.assets
"Shit! Abort, abort!",,sharedassets18.assets
It is... unnerving.,,sharedassets18.assets
"Well, you know why.",,sharedassets18.assets
He seems defensive.,,sharedassets19.assets
"Unfortunately, yes.",,sharedassets2.assets
I wouldn't do that.,,sharedassets2.assets
<shake>Yes!</shake>,,sharedassets2.assets
Justice: dispensed.,,sharedassets2.assets
Not. Your. Problem.,,sharedassets20.assets
open_stonewall_door,,"sharedassets20.assets, sharedassets8.assets, sharedassets9.assets"
(Cough up blood.) \,,sharedassets20.assets
You then... feel...,,sharedassets20.assets
You cannot move it.,,sharedassets20.assets
You best heal soon.,,sharedassets20.assets
"Strangulation, huh?",,sharedassets20.assets
A <b>Demi-Lich</b>.,,sharedassets20.assets
Later. Do it later.,,sharedassets20.assets
Clicking. Scraping.,,sharedassets20.assets
You <i>felt</i> it.,,sharedassets20.assets
Stable. Controlled.,,sharedassets20.assets
"I am sorry, my son.",,"sharedassets20.assets, sharedassets7.assets"
scene_change_stairs,,"sharedassets20.assets, sharedassets23.assets, sharedassets4.assets, sharedassets7.assets"
music_vattars_theme,,"sharedassets20.assets, sharedassets4.assets"
Fucking <i>how</i>?,,sharedassets20.assets
Time... shortening.,,sharedassets20.assets
"Ah, yes. Of course.",,sharedassets20.assets
ROLL16 str-Grapple!,,sharedassets20.assets
<i>You're prey</i>.,,sharedassets20.assets
You... <i>feel</i>.,,sharedassets20.assets
You... <i>hear</i>.,,sharedassets20.assets
He <i>is</i> proud.,,sharedassets20.assets
music_kraaids_theme,,sharedassets20.assets
"The skull speaks, \",,sharedassets20.assets
<b>It's a TRAP!</b>,,sharedassets20.assets
"A phrase, probably.",,sharedassets20.assets
See? Boop 'n droop.,,sharedassets22.assets
Your <b>helm</b>...,,sharedassets22.assets
A boggle? A korred?,,sharedassets23.assets
Stone. Solid. Real.,,sharedassets23.assets
"Frank,_son_of_Frank",,sharedassets23.assets
<i>Fascinating</i>.,,sharedassets23.assets
DC13 int-Ah. I see.,,sharedassets23.assets
"Ioun_Stone,_Insight",,sharedassets23.assets
(Roll your eyes.) \,,sharedassets23.assets
Something... moves.,,sharedassets23.assets
Pain. <b>Blood</b>.,,sharedassets23.assets
<b>Destruction</b>.,,sharedassets23.assets
<shake>...!</shake>,,sharedassets23.assets
<i>I. See. You.</i>,,sharedassets23.assets
You. <i>Answer</i>.,,sharedassets23.assets
scene_change_rustle,,sharedassets23.assets
You must do better.,,sharedassets24.assets
.GormConvinceFail=1,,sharedassets24.assets
.GormConvinceFail=2,,sharedassets24.assets
(Whisper to him.) \,,sharedassets24.assets
You... try... to...,,sharedassets24.assets
(Yell and point.) \,,sharedassets24.assets
(Spit out blood.) \,,sharedassets24.assets
He stumbles back. \,,sharedassets24.assets
GainSpellSlotIfNone,,sharedassets24.assets
He makes a grimace.,,sharedassets4.assets
There's text on it.,,sharedassets4.assets
Heh. Heh. Confetti.,,sharedassets4.assets
.TribanSpeakIntro=1,,sharedassets4.assets
He doesn't respond.,,sharedassets4.assets
SnellStopBeingChild,,sharedassets4.assets
Laughing. Spinning.,,sharedassets4.assets
...Oh gods. It's...,,sharedassets4.assets
<shake>YES</shake>.,,sharedassets4.assets
.AlfozSuperPissed=1,,sharedassets4.assets
.AlfozSuperPissed=0,,sharedassets4.assets
It is overwhelming.,,sharedassets4.assets
I mean. In a while.,,sharedassets4.assets
"Then she answers, \",,sharedassets4.assets
A shield? Oh yes...,,sharedassets4.assets
.TeaShopDoorIntro=1,,sharedassets4.assets
Take a peek inside.,,sharedassets4.assets
.TeaShopDoorSmash=1,,sharedassets4.assets
She is an Azgalist.,,sharedassets4.assets
(Keep squatting.) \,,sharedassets4.assets
.ViiraEntertained=1,,sharedassets4.assets
(Pose stoically.) \,,sharedassets4.assets
Yeah. It's nothing.,,sharedassets4.assets
.VISKENPillarPath=1,,sharedassets4.assets
Come on. Seriously?,,sharedassets4.assets
<shake>Elf</shake>.,,sharedassets4.assets
.MiskaSecretSnell=1,,sharedassets4.assets
Yes. That's better.,,sharedassets4.assets
music_nearly_dialog,,sharedassets4.assets
.StoleFlowerCrown=1,,sharedassets4.assets
Or do it. Whatever.,,sharedassets5.assets
Almost... almost...,,sharedassets7.assets
No. It won't budge.,,sharedassets7.assets
It's an <b>elf</b>.,,sharedassets8.assets
Melted_Illym_Brooch,,sharedassets8.assets
He rubs his eyes. \,,sharedassets8.assets
Or... it's haunted.,,sharedassets9.assets
"Oh no, he's dying.",,sharedassets0.assets
So... yeah? Maybe?,,sharedassets0.assets
.ViskenQuestions=1,,sharedassets0.assets
(Lean over him.) \,,sharedassets0.assets
"Well, obviously...",,sharedassets0.assets
Right. That's why-,,sharedassets10.assets
.SnellUnderstood=1,,sharedassets10.assets
Snell steps aside.,,sharedassets10.assets
<i>Impossible</i>.,,sharedassets10.assets
music_temple_below,,sharedassets10.assets
"He nods, slowly. \",,sharedassets10.assets
Not a glint. Pain.,,sharedassets11.assets
click_jukebox_play,,sharedassets11.assets
Abort. Run. Leave.,,sharedassets12.assets
Speak_with_Animals,,sharedassets12.assets
Her grin widens. \,,sharedassets12.assets
"At first, nothing.",,sharedassets12.assets
It's fine. Listen.,,sharedassets12.assets
Let's just... not.,,sharedassets12.assets
.DrummerSafeCode=1,,sharedassets13.assets
You're projecting.,,sharedassets14.assets
(Go to Modissa.) \,,sharedassets15.assets
You make him know.,,sharedassets15.assets
He sighs. Again. \,,sharedassets16.assets
It is <b>both</b>.,,sharedassets17.assets
Then she shrugs. \,,sharedassets18.assets
Giorgio_Valzantigo,,sharedassets19.assets
music_rollos_theme,,"sharedassets19.assets, sharedassets7.assets"
(Lean in close.) \,,sharedassets19.assets
.YouthCompromise=1,,sharedassets19.assets
She nods slowly. \,,"sharedassets19.assets, sharedassets4.assets"
.YouthModissaWin=1,,sharedassets19.assets
Ruined_Prayer_Book,,sharedassets19.assets
Shit. Worth a try.,,sharedassets19.assets
Self-preservation.,,sharedassets19.assets
No. No! <b>NO!</b>,,sharedassets2.assets
You can handle it.,,sharedassets2.assets
Your <b>class</b>.,,sharedassets2.assets
Time. Is. Limited.,,sharedassets2.assets
Yellowed. Ancient.,,sharedassets20.assets
<i>Frustrated.</i>,,sharedassets20.assets
I... I can't move.,,sharedassets20.assets
"...Woman? Oh, boy.",,sharedassets20.assets
She gets closer. \,,sharedassets20.assets
(Grab a gemstone.),,sharedassets20.assets
I... can't move...,,sharedassets20.assets
PUNCH. THE. SKULL.,,sharedassets20.assets
<i>Degenerate</i>.,,sharedassets20.assets
"Starvation, maybe.",,sharedassets20.assets
JOIN YOUR BROTHER.,,sharedassets20.assets
"Fine. Later, then.",,sharedassets20.assets
.MaskedGoneBelow=1,,sharedassets20.assets
Time to get going!,,sharedassets20.assets
Grasping a sphere.,,sharedassets20.assets
"No! No, no, no...!",,sharedassets20.assets
Take it. Hold out.,,sharedassets20.assets
Then <i>later</i>.,,sharedassets20.assets
"Three, four, five.",,sharedassets20.assets
music_snells_theme,,"sharedassets20.assets, sharedassets4.assets"
He taps another. \,,sharedassets20.assets
The croc smirks. \,,sharedassets20.assets
(Begin shaking.) \,,sharedassets20.assets
(Take a breath.) \,,"sharedassets20.assets, sharedassets22.assets"
Oh shit. Is it...?,,sharedassets20.assets
music_akzels_theme,,"sharedassets20.assets, sharedassets7.assets"
Pickaxe_of_Secrets,,sharedassets20.assets
Solid. Unyielding.,,sharedassets20.assets
Lisa glances up. \,,sharedassets21.assets
Whoa. Hit a nerve.,,sharedassets22.assets
Cells of the soul.,,sharedassets22.assets
(Think about it.)\,,sharedassets22.assets
Oppressive. Heavy.,,sharedassets22.assets
But <i>smooth</i>.,,sharedassets22.assets
A devil's essence.,,sharedassets22.assets
A whisper. Fading.,,sharedassets22.assets
It's a <i>map</i>.,,sharedassets22.assets
Caustic. Terrible.,,sharedassets23.assets
"(Wait, in a daze.)",,sharedassets23.assets
ROLL15 con-Listen.,,sharedassets23.assets
Ancient. Powerful.,,sharedassets23.assets
.GourgalashIntro=1,,sharedassets23.assets
He's out of shape.,,sharedassets23.assets
",IomestraKeyword=1",,sharedassets23.assets
<i>Wait. Stop.</i>,,sharedassets23.assets
(Get up slowly.) \,,sharedassets24.assets
<b>It matters</b>.,,sharedassets24.assets
(Say it slowly.) \,,sharedassets24.assets
(Focus on Gorm.) \,,sharedassets24.assets
"Then he mutters, \",,sharedassets24.assets
music_gorms_battle,,sharedassets24.assets
Now. <b>Fight</b>.,,sharedassets24.assets
Beware. A MORDHAU.,,sharedassets24.assets
Damage... intense.,,sharedassets24.assets
Left. Right. Back.,,sharedassets24.assets
"Oh, noooooonono...",,sharedassets24.assets
"No anger, no fear.",,sharedassets24.assets
It is... attached.,,sharedassets24.assets
M-Okay. I'm ready.,,sharedassets3.assets
You're surrounded.,,sharedassets3.assets
Caelum's_Mage_Hand,,sharedassets3.assets
<i>...Awesome</i>.,,sharedassets4.assets
BUY90 Dreampatch-\,,sharedassets4.assets
Oh <i>fuck</i>...!,,sharedassets4.assets
"E-No, I shouldn't.",,sharedassets4.assets
That's ridiculous.,,sharedassets4.assets
music_norvik_theme,,sharedassets4.assets
"(Shrug, casually.)",,sharedassets4.assets
<i>Appleboy</i>...,,sharedassets4.assets
SnellBecomeChildOf,,sharedassets4.assets
.AzgalistsSpoken=1,,sharedassets4.assets
He stands proud. \,,sharedassets4.assets
.AlfozPunchedYou=1,,sharedassets4.assets
"Frown, menacingly.",,sharedassets4.assets
NO! I CAN'T DO IT!,,sharedassets4.assets
Rixbiter smiles. \,,sharedassets4.assets
You're fucking up.,,sharedassets4.assets
.MaskedMistyStep=1,,sharedassets4.assets
You... <b>dig</b>.,,sharedassets4.assets
.TeaShopDoorOpen=1,,sharedassets4.assets
<b>...Oh no...</b>,,sharedassets4.assets
<b>No.</b> Do not.,,sharedassets4.assets
Well there you go.,,sharedassets4.assets
ROLL22 con-Resist.,,sharedassets4.assets
.AzgalistsSpoken=2,,sharedassets4.assets
.StandUpForAlfoz=1,,sharedassets4.assets
.ViiraRelations+=1,,sharedassets4.assets
Her smile fades. \,,sharedassets4.assets
.ViiraConspiracy=1,,sharedassets4.assets
PCTPAnimationPoint,,sharedassets4.assets
"Nothing, probably.",,sharedassets4.assets
Ring_of_Protection,,sharedassets4.assets
.OLZISPillarPath=1,,sharedassets4.assets
...<i>endless</i>.,,sharedassets4.assets
<i>Phlogiston</i>.,,sharedassets4.assets
Boots_of_Elvenkind,,sharedassets4.assets
Come on... really?,,sharedassets6.assets
A <b>true</b> man.,,sharedassets6.assets
"NO! Don't, she'll-",,sharedassets6.assets
.WisdomFlashBack=1,,sharedassets6.assets
A bed-<i>roll</i>.,,sharedassets6.assets
"He scoffs, loudly.",,sharedassets7.assets
What? That's rude.,,sharedassets7.assets
BE LOUD! BE PROUD!,,sharedassets7.assets
It holds a secret.,,sharedassets8.assets
DC20 con-A secret?,,sharedassets8.assets
FLIP. THAT. TABLE!,,sharedassets8.assets
A clue! Of course.,,sharedassets8.assets
(Muffle a scream.),,sharedassets8.assets
His smile drops. \,,sharedassets8.assets
Relax. It is fine.,,sharedassets8.assets
.HiddenSafeIntro=1,,sharedassets8.assets
.HiddenSafeIntro=2,,sharedassets8.assets
Wow. That's evil.,,sharedassets0.assets
HE IS INVINCIBLE.,,sharedassets0.assets
Make. Him. Quiet!,,sharedassets0.assets
Yeah. No worries.,,sharedassets10.assets
The goblin grins.,,sharedassets10.assets
Clean_Voting_Card,,sharedassets10.assets
"A high-pitched, \",,sharedassets11.assets
music_nearly_song,,"sharedassets11.assets, sharedassets4.assets"
You... is this...,,sharedassets11.assets
The elf shrugs. \,,sharedassets12.assets
Minun... seksi...,,sharedassets12.assets
"Shit, shit, shit!",,sharedassets13.assets
.FriendOrFoeFoe=1,,sharedassets14.assets
.AzgalDoorIntro=1,,sharedassets14.assets
.AzgalRelations=2,,"sharedassets14.assets, sharedassets4.assets"
generic_wosh_long,,sharedassets14.assets
.SnurreAssassin=1,,sharedassets14.assets
BEWARE. BEWARE...,,sharedassets15.assets
"She grunts out, \",,sharedassets15.assets
generic_wosh_fast,,sharedassets16.assets
.SnurreAssassin=2,,sharedassets17.assets
THIS. WILL. HURT.,,sharedassets17.assets
I AM NO ARCANIST.,,sharedassets17.assets
"Oh, they're good.",,sharedassets18.assets
Her eyes widen. \,,sharedassets18.assets
It is... bruised.,,sharedassets18.assets
"Silence, egghead.",,sharedassets18.assets
CompanionTeleport,,"sharedassets19.assets, sharedassets20.assets, sharedassets4.assets, sharedassets7.assets"
Modissa scoffs. \,,sharedassets19.assets
.YouthExecution=1,,sharedassets19.assets
For a compromise.,,sharedassets19.assets
"Tell the girls, \",,sharedassets19.assets
No. (Be careful.),,sharedassets19.assets
R-(Hold it out) \,,sharedassets19.assets
Huh? What's this?,,sharedassets19.assets
.ApplePileIntro=1,,sharedassets2.assets
No more... ugh...,,sharedassets2.assets
.CorpseOneIntro=1,,sharedassets2.assets
"Potentially, yes.",,sharedassets2.assets
(Pay 300 crowns.),,sharedassets2.assets
As if it matters.,,sharedassets2.assets
DC15 int-Control?,,sharedassets2.assets
SmallPortraitExit,,sharedassets2.assets
Wait... is he...?,,sharedassets2.assets
spell_telekinesis,,sharedassets20.assets
spell_thaumaturgy,,"sharedassets20.assets, sharedassets24.assets"
Look at the sign.,,sharedassets20.assets
.MimicChestOpen=1,,sharedassets20.assets
(Raise a hand.) \,,sharedassets20.assets
SpikeTrapPosition,,sharedassets20.assets
You <i>stand</i>.,,sharedassets20.assets
"Oh no, no, no...!",,sharedassets20.assets
You. Stand. Tall.,,sharedassets20.assets
There's no issue.,,sharedassets20.assets
.BondSkullIntro=1,,sharedassets20.assets
Speak_with_Dead\t,,sharedassets20.assets
music_temple_solo,,sharedassets20.assets
It is NOT a joke.,,sharedassets20.assets
Half-hibernation.,,sharedassets20.assets
ROLL16 str-Punch!,,sharedassets20.assets
You're exhausted.,,sharedassets20.assets
.RoperWithSnell=1,,sharedassets20.assets
CompanionMovement,,sharedassets20.assets
ONE - WAY - DOOR.,,sharedassets20.assets
<i>Tick-tick.</i>,,sharedassets20.assets
generic_trap_fire,,sharedassets20.assets
Trembling. Anger.,,sharedassets20.assets
What's happening?,,"sharedassets20.assets, sharedassets9.assets"
"Yeah, <i>you</i>!",,sharedassets20.assets
It's clearly a...,,sharedassets20.assets
...Right. Anyway.,,sharedassets20.assets
ALL. AROUND. YOU.,,sharedassets20.assets
He's got a point.,,sharedassets20.assets
spell_dispelmagic,,sharedassets20.assets
But <b>alive</b>.,,sharedassets20.assets
ROLL8 wis-Resist.,,sharedassets20.assets
It doesn't budge.,,sharedassets20.assets
You <i>moron</i>.,,sharedassets22.assets
"Honest, at least.",,sharedassets22.assets
Darkness. Then...,,sharedassets22.assets
Burning. Searing.,,sharedassets22.assets
<b>You. Hold.</b>,,sharedassets22.assets
A <i>chimera</i>.,,sharedassets22.assets
No heat. No life.,,sharedassets22.assets
"Oh, no. No! No...",,sharedassets22.assets
EldritchExplosion,,sharedassets22.assets
A rib. Fractured.,,sharedassets23.assets
ROLL14 str-Climb.,,sharedassets23.assets
He bows deeply. \,,sharedassets23.assets
He groans more. \,,sharedassets23.assets
Oh shit. Oh shit!,,sharedassets23.assets
music_ruins_theme,,sharedassets23.assets
ROLL14 dex-Dodge!,,sharedassets23.assets
<b>Skeletons</b>.,,sharedassets23.assets
Okay... yes! Yes.,,sharedassets23.assets
<i>Dastardly</i>.,,sharedassets23.assets
music_gorms_theme,,"sharedassets23.assets, sharedassets24.assets"
Mangled. Bruised.,,sharedassets23.assets
Over... whelming.,,sharedassets23.assets
Efficient. Clean.,,sharedassets23.assets
<i>Sacrifice</i>.,,sharedassets24.assets
.GormUnderstand=1,,sharedassets24.assets
Right. It's time.,,sharedassets24.assets
"A man, a tragedy.",,sharedassets24.assets
music_snells_duty,,sharedassets24.assets
"Yours, his, both.",,sharedassets24.assets
"Shit, shit, shit.",,sharedassets24.assets
That's... cheesy.,,sharedassets24.assets
.FatherIllusion=1,,sharedassets24.assets
.MotherIllusion=1,,sharedassets24.assets
"He mutters out, \",,sharedassets24.assets
LIGHT & DARKNESS.,,sharedassets24.assets
"Narcissist, much?",,sharedassets3.assets
BUY120 Bonedust-\,,sharedassets4.assets
Illymian_Ointment,,sharedassets4.assets
Silent. Watching.,,sharedassets4.assets
...<i>Humano</i>?,,sharedassets4.assets
.DarrowProphecy=1,,sharedassets4.assets
Stifling a laugh.,,sharedassets4.assets
<i>Violently</i>.,,sharedassets4.assets
music_azgal_theme,,sharedassets4.assets
He raises a hand.,,sharedassets4.assets
.AzgalRelations=1,,sharedassets4.assets
The dwarf nods. \,,sharedassets4.assets
music_cabin_theme,,sharedassets4.assets
"Oh, no, no, no...",,sharedassets4.assets
Celestial. Human.,,sharedassets4.assets
What? An ambush?!,,sharedassets4.assets
ROLL14 dex-REACH.,,sharedassets4.assets
(Speak slowly.) \,,sharedassets4.assets
This'll go great.,,sharedassets4.assets
Potion_of_Healing,,sharedassets4.assets
"A jest, I'm sure.",,sharedassets4.assets
"Ah, Mr. Everglad!",,sharedassets4.assets
Not a bad idea...,,sharedassets4.assets
.ViiraConvinced=1,,sharedassets4.assets
The orc laughs. \,,sharedassets4.assets
Something like...,,sharedassets4.assets
Oh. That's smart.,,sharedassets4.assets
"It's magic, baby!",,sharedassets4.assets
"It says, 'Death.'",,sharedassets4.assets
.PillarUnlocked=1,,sharedassets4.assets
music_garden_main,,sharedassets4.assets
That's something.,,sharedassets6.assets
Be <b>joyful</b>.,,sharedassets6.assets
<b>Of course</b>.,,sharedassets6.assets
(Yell at them.) \,,sharedassets7.assets
You're an expert.,,sharedassets8.assets
"Wait, wait, wait.",,sharedassets8.assets
"Beware, beware...",,sharedassets8.assets
He is frustrated.,,sharedassets8.assets
DC19 int-Useless?,,sharedassets9.assets
.ClassQuestion=1,,sharedassets0.assets
"(Groan, loudly.)",,sharedassets0.assets
